ID	Line	Day	Character	Character Art 1	Character Art 2	Character Art 3	Dialogue Type	Background	Next	Shortened Line 1	Next 2	Shortened Line 2	Music	Sound 1	Sound 2	Sound 3	Sound 4	Ambience	Notes
[D1O-135]	I was in the car and driving out of Woodsboro before I knew it. One day down, two more to go, and I’m right on track to finding my killer! I’d give myself a high-five if they weren’t on the steering wheel.	Day 1		Omar_Shocked			Physical	Inside_Car	[D1O-136]				Default_Track	Start_Car_Drive_Off				Nighttime_Ambience	
[D1O-136]	<i>I ended up sleeping in my car last night and just drove back to work as soon as I woke up. Figured it was better to not explain my new living situation to my parents and tell them about Spooky Grimmother.</i>	Day 1					Internal	Black_screen	[D1O-137]				Default_Track					Nighttime_Ambience	
[D1O-137]	<i>Iggy seemed more at ease since I was back to take some of the workload off of him. I didn’t have the heart to tell him that after tomorrow he probably wouldn’t see me again.</i>	Day 1					Internal	Black_screen	[D1O-138]				Default_Track					Nighttime_Ambience	
[D1O-138]	<i>The fear that came with the thought only motivated me to find the killer more. No use curling up into a ball like a baby.</i>	Day 1					Internal	Black_screen	[D2O-1]				Default_Track					Nighttime_Ambience	
[D2O-1]	<i>So, here I am. Inside my car, parked inside The Woodsboro Apartments, and having Spooky Grimmother smoke over my shoulder. My new and perfectly normal life for the next couple of hours.</i>	Day 2		Omar_Angry		SG_Smirking	Internal	Inside_Car	[D2O-2]				Default_Track					Nighttime_Ambience	
[D2O-2]	Quit smoking so close to me. I don’t like the smell of whatever it is you’ve got in that pipe, and I’d rather the customers not have their pizza smell like smoke.	Day 2	Omar	Omar_Angry		SG_Smirking	Dialogue	Inside_Car	[D2SG-1]				Default_Track					Nighttime_Ambience	
[D2SG-1]	You know you don’t have to breathe anymore, right?	Day 2	Spooky_Grimmother	Omar_Angry		SG_Smirking	Dialogue	Inside_Car	[D2O-3]				Default_Track						
[D2O-3]	I don’t need to breathe anymore, but other people still do!	Day 2	Omar	Omar_Angry		SG_Smirking	Dialogue	Inside_Car	[D2O-4]				Default_Track						
[D2O-4]	Besides, It reminds me that I’m still alive and helps me focus. I’m gonna need it to make the most of today. Tomorrow’s my last chance.	Day 2	Omar	Omar_Neutral		SG_Neutral	Dialogue	Inside_Car	[D2SG-2]				Default_Track						
[D2SG-2]	Clever boy. So what is your plan? Focus really hard on your killer and scare them with your breathing techniques?	Day 2	Spooky_Grimmother	Omar_Neutral		SG_Neutral	Dialogue	Inside_Car	[D2O-5]				Default_Track						
[D2O-5]	My head turns to glare at her.	Day 2		Omar_Angry		SG_Neutral	Physical	Inside_Car	[D2O-6]				Default_Track						
[D2O-6]	No… I’m making the most of another opportunity. I’ve got another delivery in this place.	Day 2	Omar	Omar_Neutral		SG_Neutral	Dialogue	Inside_Car	[D2SG-3]				Default_Track						
[D2SG-3]	Seems like they can’t get enough of The 13th Pizza. Is the delivery close to that new girl’s place? You two seemed to hit it off. What was her name again?	Day 2	Spooky_Grimmother	Omar_Neutral		SG_Neutral	Dialogue	Inside_Car	[D2O-7]				Default_Track						
[D2O-7]	Leah.	Day 2	Omar	Omar_Happy		SG_Smirking	Dialogue	Inside_Car	[D2O-8]				Default_Track						
[D2O-8]	<i>I surprised myself with just how fast I’d said her name and even more so that Spooky Grimmother didn’t call me out on it. She just nods her head and looks at the building we’re in front of.</i>	Day 2		Omar_Shocked		SG_Smirking	Internal	Inside_Car	[D2SG-4]				Default_Track						
[D2SG-4]	So, you’re just going to use your break and knock on every door up there until the killer comes out?	Day 2	Spooky_Grimmother	Omar_Neutral		SG_Neutral	Dialogue	Inside_Car	[D2O-9]				Default_Track						
[D2O-9]	Hell no. That would take half of my break and wouldn’t leave me any time for questions. I need to pick two doors and get whoever is in them to talk me through what they remember that night.	Day 2	Omar	Omar_Neutral		SG_Stern	Dialogue	Inside_Car	[D2SG-5]				Default_Track						
[D2SG-5]	And if they don’t remember anything?	Day 2	Spooky_Grimmother	Omar_Neutral		SG_Stern	Dialogue	Inside_Car	[D2O-10]				Default_Track						
[D2O-10]	Then I’m gonna pray that the walk up those stairs jog my memory. I know it’s not a lot SG, but it’s all I’ve got without any help.	Day 2	Omar	Omar_Neutral		SG_Stern	Dialogue	Inside_Car	[D2O-11]				Default_Track						
[D2O-11]	I tilted my neck and waved in her general, magical direction. A puff of smoke was her initial response as she blew it right above my head.	Day 2		Omar_Neutral		Omar_Neutral	Physical	Inside_Car	[D2SG-6]				Default_Track						
[D2SG-6]	You know as much as I do, hun. Besides, I’m all spent from bringing you back.	Day 2	Spooky_Grimmother	Omar_Neutral		SG_Neutral	Dialogue	Inside_Car	[D2SG-7]				Default_Track						
[D2SG-7]	Besides if you want a tip, I suggest you fix your neck before you talk to anyone outside this car.	Day 2	Spooky_Grimmother	Omar_Neutral		SG_Smirking	Dialogue	Inside_Car	[D2O-12]				Default_Track						
[D2O-12]	As my eyes drifted down, the straining of my skin to not tear around my neck was obvious along with the fact that it was twisted a hundred-eighty degrees. I didn’t even flinch as I held my face and righted myself, stretching a bit to make sure I’d gotten it back into place properly.	Day 2		Omar_Shocked		SG_Smirking	Physical	Inside_Car	[D2SG-8]				Default_Track						
[D2SG-8]	Good boy.	Day 2	Spooky_Grimmother	Omar_Neutral		SG_Smirking	Dialogue	Inside_Car	[D2SG-9]				Default_Track						
[D2SG-9]	Now go on out there and do some detective work. I’m rooting for ya!	Day 2	Spooky_Grimmother	Omar_Happy		SG_Smirking	Dialogue	Inside_Car	[D2O-13]				Default_Track						
[D2O-13]	<i>And just like that, she was gone. Even though she pulled at my nerves, I already missed her. As the only person who really understood what was happening to me, she made doing what I had to actually feel worth something.</i>	Day 2		Omar_Sad			Internal	Inside_Car	[D2O-14]				Default_Track	Sparkle					
[D2O-14]	<i>I wish I felt the same about these damn stairs. Besides just the physical work, memories of my past crept back into my head like a couple of slugs. Flashes of my feet running down these same stairs sped past my focus along with a pair of distorted voices that felt familiar.</i>	Day 2		Omar_Neutral			Internal	Outside_Apartment	[D2O-14a]				Default_Track						
[D2O-14a]		Day 2		Omar_Neutral			Internal	Outside_Apartment	[D2C1-1]	Focus on the Voices	[D2C1-2]	Ignore the Voices	Default_Track						Focus on Voices = Takes less from meter Ignore the Voices = Takes more from the Meter
[D2C1-1]	<i>Still ascending the stairs, I zeroed in on the voices and they immediately became clear. There weren’t two voices. Only one and it was like something straight out of a nightmare. A very real nightmare that every retail or food service worker dreads.</i>	Day 2		Omar_Shocked			Internal	Outside_Apartment	[D2AK-1]				Default_Track						
[D2AK-1]	Excuse me?! EXCUSE ME?! Who do you think you’re talking to?! I am not one of your pizza grease-covered coworkers, okay?! I will not allow myself to be degraded because you delivered the wrong order!	Day 2	???	Akilla_Annoyed			Dialogue	Apartment_Hallway	[D2AK-2]				Default_Track						This is Akilla's voice! (Potentially get a silhouette for her so this might be edited)
[D2AK-2]	The toppings are not how they looked in the photo I saw! How hard is it to follow directions?! I’m sure you guys don’t cook all those pizzas from memory?! You do? No wonder it’s atrocious.	Day 2	???	Akilla_Outraged			Dialogue	Apartment_Hallway	[D2AK-3]				Default_Track						This is Akilla's voice! (Potentially get a silhouette for her so this might be edited)
[D2AK-3]	No, don’t take it now! You already delivered it. Just give me a refund already. It’s the least you can do.	Day 2	???	Akilla_Outraged			Dialogue	Apartment_Hallway	[D2AK-4]				Default_Track						This is Akilla's voice! (Potentially get a silhouette for her so this might be edited)
[D2AK-4]	HOW DARE YOU?!	Day 2	???	Akilla_Outraged			Dialogue	Apartment_Hallway	[D2O-15]				Default_Track						This is Akilla's voice! (Potentially get a silhouette for her so this might be edited)
[D2O-15]	Memories of the voice retreated from my mind as I reached the third floor, and I was left shaking my head to try to get the high-pitched screech of that person out of my head. It was a woman definitely and one with a serious attitude.	Day 2		Omar_Angry			Physical	Outside_Apartment	[D2O-16]				Default_Track						
[D2O-16]	Once I had recomposed myself, the discomfort of that woman’s voice has been replaced with a teeth-gritting anger. That was definitely what my killer sounded like and for a split second, I wished I didn’t.	Day 2		Omar_Angry			Physical	Outside_Apartment	[D2C1-2]				Default_Track						
[D2C1-2]	I shut my eyes and drown out the voices with the thumping of my heels against the stairs. I feel myself grip harder onto the railing. I muster everything in my power to push back against the bubbling feeling of some kind of uneasy familiarity.  	Day 2		Omar_Confused			Physical	Outside_Apartment	[D2O-17]				Default_Track						
[D2O-17]	Whatever that was about wasn’t something I wanted to touch just yet. I’ll leave the spooky stuff to my Grimmother.	Day 2		Omar_Neutral			Internal	Outside_Apartment	[D2O-18]				Default_Track						
[D2O-18]	I step away from the railing and I roughly stop in my tracks. I look down and notice my hand is still gripping the railing. I move my hand, but my grip doesn’t lessen.	Day 2		Omar_Shocked			Physical	Outside_Apartment	[D2O-19]				Default_Track						
[D2O-19]	With my other hand, I pry my right hand off from the railing. I stretch my fingers in an attempt to see how they’re moving. They seem fine.	Day 2		Omar_Confused			Physical	Outside_Apartment	[D2O-20]				Default_Track						
[D2O-20]	Gotta be nerves…	Day 2	Omar	Omar_Sad			Dialogue	Outside_Apartment	[D2O-21]				Default_Track						
[D2O-21]	After a few more strides toward the doors, which I guessed were right above Leah’s, I looked at the two doors in front of me.	Day 2		Omar_Neutral			Physical	Apartment_Hallway	[D2O-22]				Default_Track						
[D2O-22]	The first door, <b>Apartment #518</b>, doesn’t have anything too special about it. A pretty generic welcome mat, a fake potted plant, and a skeletal wreath hanging from the door, most likely only there for the holidays.	Day 2		Omar_Neutral			Physical	Apartment_Hallway	[D2O-23]				Default_Track						
[D2O-23]	The second door, <b>Apartment #519</b> just had a welcome mat with an axolotl holding its middle fingers up.	Day 2		Omar_Neutral			Physical	Apartment_Hallway	[D2O-24]				Default_Track						
[D2O-24]	<i>Classy.</i>	Day 2		Omar_Neutral			Internal	Apartment_Hallway	[D2O-24a]				Default_Track						
[D2O-24a]		Day 2		Omar_Neutral			Internal	Apartment_Hallway	[D2C2-1]	Apartment #518	[D2C2-2]	Apartment #519	Default_Track						
[D2C2-1]	The first door held my attention and received my first knock.	Day 2		Omar_Neutral			Physical	Apartment_Hallway	[D2O-25]				Default_Track						
[D2O-25]	Oh! uh, my name’s Omar and I deliver pizzas from The 13th Pizza. 	Day 2	Omar	Omar_Neutral			Dialogue	Apartment_Hallway	[D2O-26]				Default_Track						
[D2O-26]	A distant voice, sounding about as tired as I felt, echoed from behind the door.	Day 2		Omar_Neutral			Physical	Apartment_Hallway	[D2EF-1]				Default_Track						
[D2EF-1]	I’m sorry. I didn’t order any pizza.	Day 2	???	Omar_Neutral			Dialogue	Apartment_Hallway	[D2O-27]				Default_Track						
[D2O-27]	Er, I understand that. I’m actually following up on an incident that happened about three weeks ago. Would you know anything about that?	Day 2	Omar	Omar_Neutral			Dialogue	Apartment_Hallway	[D2EF-2]				Default_Track						
[D2EF-2]	Three weeks ago? Hm…	Day 2	???	Omar_Neutral			Dialogue	Apartment_Hallway	[D2EF-3]				Default_Track						
[D2EF-3]	Gimme a second.	Day 2	???	Omar_Neutral			Dialogue	Apartment_Hallway	[D2O-28]				Default_Track						
[D2O-28]	A series of clicks and clacks come from the door as latches and locks are undone. When the door finally creaked open, the person standing in the unlit apartment looked more like a zombie than I did.	Day 2	Omar	Omar_Confused			Physical	Apartment_Hallway	[D2EF-4]				Default_Track						
[D2EF-4]	Name’s Edie. Edie Frueger. Sorry if I look like I just crawled out of a coffin, I don’t really get much sleep around here.	Day 2	Edie_Fruguer	Omar_Confused		Edie_Neutral	Dialogue	Apartment_Hallway	[D2O-29]				Default_Track						
[D2O-29]	You’re totally fine uh… Sorry, I’m not really sure to say ma’am or sir. What’s your preference?	Day 2	Omar	Omar_Confused		Edie_Neutral	Dialogue	Apartment_Hallway	[D2EF-5]				Default_Track						
[D2EF-5]	Neither. Call me a ghoul.	Day 2	Edie_Fruguer	Omar_Confused		Edie_Neutral	Dialogue	Apartment_Hallway	[D2O-30]				Default_Track						
[D2O-30]	They laughed at themselves. I laughed along so they wouldn’t have to deal with the awkward silence.	Day 2	Omar	Omar_Confused		Edie_Neutral	Physical	Apartment_Hallway	[D2O-31]				Default_Track						
[D2O-31]	Could I just stick to calling you Edie? I’m Omar by the way.	Day 2	Omar	Omar_Confused		Edie_Neutral	Dialogue	Apartment_Hallway	[D2EF-6]				Default_Track						
[D2EF-6]	They nodded and scratched their cheek while they looked lost in thought.	Day 2		Omar_Neutral		Edie_Confused	Physical	Apartment_Hallway	[D2EF-7]				Default_Track						
[D2EF-7]	I’m trying to remember…	Day 2	Edie_Fruguer	Omar_Neutral		Edie_Confused	Dialogue	Apartment_Hallway	[D2EF-8]				Default_Track						
[D2EF-8]	There was definitely a little scuffle that happened across the hall a while ago. We love The 13th Pizza on this floor, but some of us forget that you guys aren’t just workers who do whatever we say.	Day 2	Edie_Fruguer	Omar_Neutral		Edie_Confused	Dialogue	Apartment_Hallway	[D2EF-9]				Default_Track						
[D2EF-9]	 I’d never heard anybody get so upset over a wrong order. The Slasher Special is one of my personal favorites so just hearing them screaming their head off and demanding a refund was damn near ridiculous.	Day 2	Edie_Fruguer	Omar_Neutral		Edie_Neutral	Dialogue	Apartment_Hallway	[D2EF-10]				Default_Track						
[D2EF-10]	I can barely get any sleep these days so I’m usually up most nights, but even if I could sleep I don’t even think I’d be able to sleep through the screeching from that night. It sounded like they even chased the guy down the hall.	Day 2	Edie_Fruguer	Omar_Neutral		Edie_Neutral	Dialogue	Apartment_Hallway	[D2EF-11]				Default_Track						
[D2EF-11]	Sounded like a bat out of hell, I was honestly scared to open the door to even take a look.	Day 2	Edie_Fruguer	Omar_Neutral		Edie_Neutral	Dialogue	Apartment_Hallway	[D2MV-1]				Default_Track						
[D2MV-1]	It was Akilla, Edie.	Day 2	???	Omar_Confused		Edie_Neutral	Dialogue	Apartment_Hallway	[D2O-32]				Default_Track						
[D2O-32]	Both Edie and I turned our attention to Apartment #519. A tall and looming figure leans against the doorframe brandishing a knife with-- is that blood?	Day 2		Omar_Shocked	Mason_Shadow	Edie_Neutral	Physical	Apartment_Hallway	[D2MV-2]				Default_Track						
[D2MV-2]	Even without opening your door I’m sure she wouldn’t be a hard guess for anyone.	Day 2	???	Omar_Shocked	Mason_Shadow	Edie_Neutral	Dialogue	Apartment_Hallway	[D2EF-12]				Default_Track						
[D2EF-12]	Oh hey Mason. You meal prepping again?	Day 2	Edie_Fruguer	Omar_Shocked	Mason_Shadow	Edie_Neutral	Dialogue	Apartment_Hallway	[D2O-33]				Default_Track						
[D2O-33]	The man’s eyes widen as he catches my rather alarmed expression.	Day 2		Omar_Shocked	Mason_Neutral	Edie_Neutral	Physical	Apartment_Hallway	[D2MV-3]				Default_Track						
[D2MV-3]	Crap, wait my bad. I was chopping fruits.	Day 2	Mason_Vorcheese	Omar_Neutral	Mason_Neutral	Edie_Neutral	Dialogue	Apartment_Hallway	[D2O-34]				Default_Track						
[D2O-34]	Mason leans back inside and I hear the metal clack of a knife hitting a sink.	Day 2		Omar_Neutral		Edie_Neutral	Physical	Apartment_Hallway	[D2MV-4]				Default_Track						
[D2MV-4]	I couldn’t help but be a lil’ nosy. Akilla was the one making a scene on the floor those few weeks back.	Day 2	Mason_Vorcheese	Omar_Neutral	Mason_NoKnife	Edie_Neutral	Dialogue	Apartment_Hallway	[D2O-35]				Default_Track						
[D2O-35]	Edie facepalmed themselves as everything seemed to click in their head.	Day 2		Omar_Neutral	Mason_NoKnife	Edie_Neutral	Physical	Apartment_Hallway	[D2EF-13]				Default_Track						
[D2EF-13]	Yeah, yeah, yeah! The prime time Karen.	Day 2	Edie_Fruguer	Omar_Confused	Mason_NoKnife	Edie_Neutral	Dialogue	Apartment_Hallway	[D2EF-14]				Default_Track						
[D2EF-14]	I forget her name so I won’t have to remember all the shit she’s pulled.	Day 2	Edie_Fruguer	Omar_Neutral	Mason_NoKnife	Edie_Neutral	Dialogue	Apartment_Hallway	[D2MV-5]				Default_Track						
[D2MV-5]	She’s a real piece of work. I had my headphones in as soon as I heard her starting to raise her voice. Not the first time she’s gotten pissy about a wrong order.	Day 2	Mason_Vorcheese	Omar_Neutral	Mason_NoKnife	Edie_Neutral	Dialogue	Apartment_Hallway	[D2EF-15]				Default_Track						
[D2EF-15]	And sometimes they’re not even wrong! She just wants a free pizza.	Day 2	Edie_Fruguer	Omar_Angry	Mason_NoKnife	Edie_Neutral	Dialogue	Apartment_Hallway	[D2O-36]				Default_Track						
[D2O-36]	And where is she?	Day 2	Omar	Omar_Angry	Mason_NoKnife	Edie_Neutral	Dialogue	Apartment_Hallway	[D2O-37]				Default_Track						
[D2O-37]	I dug my nails into my palms to keep myself distracted from the slow tug of my anger. Both Edie and Mason point toward the door directly behind me. I tuned out the rest of their conversation as I scoped out and shuffled towards the door.	Day 2		Omar_Angry	Mason_NoKnife	Edie_Neutral	Physical	Apartment_Hallway	[D2O-38]				Default_Track						
[D2O-38]	<i>Finally, I got you now!</i>	Day 2		Omar_Angry			Internal	Apartment_Hallway	[D2O-39]				Default_Track						
[D2O-39]	Hello! The 13th Pizza!	Day 2	Omar	Omar_Angry			Dialogue	Apartment_Hallway	[D2O-40]				Default_Track						
[D2O-40]	<i>Silence. A conscious numbing, rage-stoking silence that either comes from someone not being home or wanting to avoid the ass whoopin’ they had earned.</i>	Day 2		Omar_Angry			Internal	Apartment_Hallway	[D2O-62]				Default_Track						
[D2C2-2]	<i>Can’t resist any door with a doormat as cool as this one.</i>	Day 2		Omar_Happy			Internal	Apartment_Hallway	[D2O-41]				Default_Track						
[D2O-41]	I give the door a careful knock. I hear shuffling from the inside and a deep voice calls out.	Day 2		Omar_Neutral			Physical	Apartment_Hallway	[D2MV-6]				Default_Track						
[D2MV-6]	Who is it?	Day 2	Mason_Vorcheese	Omar_Neutral			Dialogue	Apartment_Hallway	[D2O-42]				Default_Track						
[D2O-42]	Oh, uh hey. I’m Omar and I’m from The 13th Pizza.	Day 2	Omar	Omar_Neutral			Dialogue	Apartment_Hallway	[D2O-43]				Default_Track						
[D2O-43]	Silence follows.	Day 2		Omar_Neutral			Physical	Apartment_Hallway	[D2MV-7]				Default_Track						
[D2MV-7]	I didn’t order anything. I told Kyle to stop sending pizzas to my door as a prank--	Day 2	Mason_Vorcheese	Omar_Neutral			Dialogue	Apartment_Hallway	[D2O-44]				Default_Track						
[D2O-44]	Oh, no. I’m not delivering anything. Just trying to ask some questions about an incident from three weeks back.	Day 2	Omar	Omar_Neutral			Dialogue	Apartment_Hallway	[D2O-45]				Default_Track						
[D2O-45]	The deep voice hums as if it’s thinking to itself.	Day 2		Omar_Bashful			Physical	Apartment_Hallway	[D2O-46]				Default_Track						
[D2O-46]	It’s all good I don’t mean to bother you or anything--	Day 2	Omar	Omar_Neutral			Dialogue	Apartment_Hallway	[D2O-47]				Default_Track						
[D2O-47]	The door clicks and opens and a looming figure steps out from the apartment, he looks down at me brandishing a knife covered in a red blood-like substance.	Day 2		Omar_Shocked			Physical	Apartment_Hallway	[D2MV-8]				Default_Track						
[D2MV-8]	About three weeks ago, you said?	Day 2	Mason_Vorcheese	Omar_Shocked		Mason_Shadow	Dialogue	Apartment_Hallway	[D2O-48]				Default_Track						
[D2O-48]	Uh, your…	Day 2	Omar	Omar_Shocked		Mason_Shadow	Dialogue	Apartment_Hallway	[D2O-49]				Default_Track						
[D2O-49]	The man raises his eyebrow	Day 2		Omar_Shocked		Mason_Shadow	Physical	Apartment_Hallway	[D2MV-9]				Default_Track						
[D2MV-9]	Oh crap. Hold on.	Day 2	Mason_Vorcheese	Omar_Shocked		Mason_Neutral	Dialogue	Apartment_Hallway	[D2O-50]				Default_Track						
[D2O-50]	He steps back inside. The clack of metal against metal rings out as if he'd placed something down.	Day 2		Omar_Shocked			Physical	Apartment_Hallway	[D2MV-10]				Default_Track						
[D2MV-10]	The name’s Mason. What were you needing again?	Day 2	Mason_Vorcheese	Omar_Happy		Mason_NoKnife	Dialogue	Apartment_Hallway	[D2O-51]				Default_Track						
[D2O-51]	<i>I relax as I watch the man attempt to rub at the cherry stains on his shirt and hands to no avail. He loses all the prior intimidation, as I see him for what he truly is. A gym bro trying his hand at meal-prepping something other than plain chicken.</i>	Day 2		Omar_Happy		Mason_NoKnife	Internal	Apartment_Hallway	[D2O-52]				Default_Track						
[D2O-52]	There was a delivery here three weeks ago that seemed to have an incident. Would you know anything about that?	Day 2	Omar	Omar_Happy		Mason_NoKnife	Dialogue	Apartment_Hallway	[D2O-53]				Default_Track						
[D2O-53]	Mason chuckles.	Day 2		Omar_Happy		Mason_NoKnife	Physical	Apartment_Hallway	[D2MV-11]				Default_Track						
[D2MV-11]	Oh man, that was the most noise I’ve heard on this floor in months. 	Day 2	Mason_Vorcheese	Omar_Happy		Mason_NoKnife	Dialogue	Apartment_Hallway	[D2MV-12]				Default_Track						
[D2MV-12]	The leasing office actually gives out coupons to The 13th Pizza so it's pretty popular here. It’s common to see you guys here. I think I’ve even seen your face before.	Day 2	Mason_Vorcheese	Omar_Neutral		Mason_NoKnife	Dialogue	Apartment_Hallway	[D2MV-13]				Default_Track						
[D2MV-13]	But anyways, in the middle of my reps, I just hear screeching and this chick’s going IN on some poor dude outside about some wrong order.	Day 2	Mason_Vorcheese	Omar_Neutral		Mason_NoKnife	Dialogue	Apartment_Hallway	[D2MV-14]				Default_Track						
[D2MV-14]	I mean, I’m more of a Calzone kind of guy, but sheesh. It’s never that serious. I’m sure the order wasn’t even wrong and she was just looking for an extra discount.	Day 2	Mason_Vorcheese	Omar_Neutral		Mason_NoKnife	Dialogue	Apartment_Hallway	[D2O-54]				Default_Track						
[D2O-54]	Do you have a name? Or know which door?	Day 2	Omar	Omar_Neutral		Mason_NoKnife	Dialogue	Apartment_Hallway	[D2EF-16]				Default_Track						
[D2EF-16]	You’re usually a lot quicker when it comes to ragging on Akilla.	Day 2	Edie_Fruguer	Omar_Confused		Mason_NoKnife	Dialogue	Apartment_Hallway	[D2O-55]				Default_Track						
[D2O-55]	I whip my head to see a person who looks just as tired as me.	Day 2		Omar_Neutral		Mason_NoKnife	Physical	Apartment_Hallway	[D2MV-15]				Default_Track						
[D2MV-15]	Sorry Edie. Did you get enough beauty sleep tonight?	Day 2	Mason_Vorcheese	Omar_Neutral		Mason_NoKnife	Dialogue	Apartment_Hallway	[D2O-56]				Default_Track						
[D2O-56]	Their eyes narrow at Mason.	Day 2		Omar_Neutral	Edie_Neutral	Mason_NoKnife	Physical	Apartment_Hallway	[D2EF-17]				Default_Track						
[D2EF-17]	Shut up.	Day 2	Edie_Fruguer	Omar_Neutral	Edie_Neutral	Mason_NoKnife	Dialogue	Apartment_Hallway	[D2MV-16]				Default_Track						
[D2MV-16]	Mason snorts.	Day 2		Omar_Neutral	Edie_Neutral	Mason_NoKnife	Physical	Apartment_Hallway	[D2MV-17]				Default_Track						
[D2MV-17]	Sorry.	Day 2	Mason_Vorcheese	Omar_Neutral	Edie_Neutral	Mason_NoKnife	Dialogue	Apartment_Hallway	[D2O-57]				Default_Track						
[D2O-57]	Mason turns his attention back to me.	Day 2		Omar_Neutral	Edie_Neutral	Mason_NoKnife	Physical	Apartment_Hallway	[D2MV-18]				Default_Track						
[D2MV-18]	Edie is right. I just hate saying her name. I feel like if I invoke her then she’ll show up on my coffee table and ask to see my manager or something.	Day 2	Mason_Vorcheese	Omar_Neutral	Edie_Neutral	Mason_NoKnife	Dialogue	Apartment_Hallway	[D2O-58]				Default_Track						
[D2O-58]	Mason points to a door across from him. Edie seems equally annoyed by the memory.	Day 2		Omar_Neutral	Edie_Neutral	Mason_NoKnife	Physical	Apartment_Hallway	[D2O-59]				Default_Track						
[D2O-59]	I dug my nails into my palms to keep myself distracted from the slow tug of my anger. I tuned out the rest of their conversation as I scoped out and shuffled towards the door.	Day 2		Omar_Angry			Physical	Apartment_Hallway	[D2O-60]				Default_Track						
[D2O-60]	Gotchu, bitch.	Day 2	Omar	Omar_Angry			Dialogue	Apartment_Hallway	[D2O-61]				Default_Track						
[D2O-61]	<i>Silence. A conscious numbing, rage-stoking silence that either comes from someone not being home or wanting to avoid the ass whoopin’ they had earned.</i>	Day 2		Omar_Angry			Internal	Apartment_Hallway	[D2O-62]										
[D2O-62]	Raising my hand towards the door, I felt every nerve in my body fire at once before I could even touch it. In that instance, I was a passenger in my own body. I saw myself bury my fingers into the doorframe. The door ripped out of the hinges as if it were nothing.	Day 2		Omar_Angry			Physical	Apartment_Hallway	[D2O-63]					Door_Crash					
[D2O-63]	I open my mouth to speak, but my jaw feels tight. It finally opens but I groan and slur. I can only stare in horror as a passenger in my own body.	Day 2		Omar_Shocked			Physical	Apartment_Hallway	[D2O-64]										
[D2O-64]	Sh-shit!?!	Day 2	Omar	Omar_Shocked			Dialogue	Apartment_Hallway	[D2O-65]										
[D2O-65]	My feet, now moving less organized, led me into the apartment as my nose sniffed the air for the scent of the iron within a beating heart. I only feel fear. My body feels as if it is not my own. 	Day 2		Omar_Confused			Physical	Apartment_Hallway	[D2O-66]										
[D2O-66]	The sound of doors opening in the hallway snaps me back as I feel sensation come back to my body.	Day 2		Omar_Confused			Physical	Akillas_Apartment	[D2O-67]										
[D2O-67]	What’s going on in here!?	Day 2	Alarmed_Man	Omar_Shocked			Dialogue	Akillas_Apartment	[D2O-67a]										
[D2O-67a]		Day 2		Omar_Shocked			Dialogue	Akillas_Apartment	[D2C3-1]	Try to Explain	[D2C3-2]	Run!							RUN NOT WORKING
[D2C3-1]	W-Wait. I know this looks bad. I-It fell off the hinges when I knocked! I swear!	Day 2	Omar	Omar_Shocked			Dialogue	Akillas_Apartment	[D2O-68]										NO MUSIC
[D2O-68]	The man takes out his phone.	Day 2		Omar_Shocked			Physical	Akillas_Apartment	[D2O-69]										
[D2O-69]	The door is torn to shreds!? Do you think I’m stupid?	Day 2	Alarmed_Man	Omar_Shocked			Dialogue	Akillas_Apartment	[D2O-70]				Stress_Track						
[D2O-70]	My heart drops. The man grabs my shoulder with his phone in his other hand.	Day 2		Omar_Shocked			Physical	Akillas_Apartment	[D2O-71]				Stress_Track						
[D2O-71]	<i>No, no, no… This is not how this is supposed to go!</i>	Day 2		Omar_Shocked			Internal	Akillas_Apartment	[D2O-72]				Stress_Track						
[D2O-72]	I didn’t--	Day 2		Omar_Shocked			Dialogue	Akillas_Apartment	[D2O-73]				Stress_Track						
[D2O-73]	More doors open. I can’t stick around here. I break away from the man and bolt out of the room.	Day 2		Omar_Shocked			Physical	Akillas_Apartment	[D2C3-2]				Stress_Track						
[D2C3-2]	Accusations and questions bubble out of the man. I can’t be caught up here.	Day 2		Omar_Shocked			Internal	Akillas_Apartment	[D2O-74]				Stress_Track						
[D2O-74]	<i>I can’t.</i>	Day 2		Omar_Shocked			Internal	Akillas_Apartment	[D2O-75]				Stress_Track						
[D2O-75]	I push past the man, every single undead atom in my body screams in unison.	Day 2		Omar_Shocked			Physical	Akillas_Apartment	[D2O-76]				Stress_Track						
[D2O-76]	I see Mason and Edie with their mouths agape. Mason attempts to grab for my arm but I juke the towering man just in time to make a beeline for the staircase.	Day 2		Omar_Shocked			Physical	Apartment_Hallway	[D2MV-19]				Stress_Track						
[D2MV-19]	Hey! What are you doing!?	Day 2	Mason_Vorcheese	Omar_Shocked		Mason_NoKnife	Dialogue	Apartment_Hallway	[D2O-77]				Stress_Track						
[D2O-77]	I will my body to move, my body feels like cinderblocks tied to my feet. Left, right, left, right. I repeat it over and over as if it is a mantra in attempt to convince my body to keep moving.	Day 2		Omar_Confused			Physical	Apartment_Hallway	[D2O-78]										
[D2O-78]	The heavy thumps from above me follow. It might as well could be an entire army coming after me. 	Day 2		Omar_Confused			Internal	Apartment_Hallway	[D2O-79]										
[D2O-79]	<i>Left, right, left, right--</i>	Day 2		Omar_Angry			Internal	Apartment_Hallway	[D2O-80]										
